1.Parameters:
----------------------------------------------------------------------------
.	md_steps 50000
.	A 1
.	B 1
.	C 1
.	max_step 60
.	max_sub_step 4
.	solid_cutoff 0.850000
.	liquid_cutoff 0.250000
.	Mode
.done

2.build mode...
----------------------------------------------------------------------------
.	Relaxing...
.	Recheck the solid temperature: 
.		3000.00 liquid
.		2500.00 solid

.	Recheck the liquid Temperature 
.		 3500.00 liquid
.		 3000.00 liquid
.		 2500.00 solid

.done

3. Melting Temperature Search Start.
----------------------------------------------------------------------------
.	bisection method start temperature:2500.000000	end temperature:3000.000000
.		qlmi OP classification start.
IF.	Step:1	Temperature:1500.000000 [from: 0.000000 to 3000.000000, ratio: 0.500000]
.		Mode Rebuilding...
.		Rebuild done
IF.		sub_step:1	solidfication:1.00	solid	Temperature:1615.56	Pressure:14688.82
IF.	Step:2	Temperature:2250.000000 [from: 1500.000000 to 3000.000000, ratio: 0.500000]
.		Mode Rebuilding...
.		Rebuild done
IF.		sub_step:1	solidfication:0.01	liquid	Temperature:1608.34	Pressure:26872.48
IF.	Step:3	Temperature:1875.000000 [from: 1500.000000 to 2250.000000, ratio: 0.500000]
.		Mode Rebuilding...
.		Rebuild done
IF.		sub_step:1	solidfication:0.01	unstable	Temperature:1527.87	Pressure:22672.44

TP_3_1		steps:	temperature:	pressure:	volume:
TP_3_1		0	1875.000000	19232.469333	44930.669876
TP_3_1		1	1873.845677	19246.396174	44930.669876
TP_3_1		2	1872.696746	19258.787410	44930.669876
TP_3_1		3	1871.573191	19269.446537	44930.669876
TP_3_1		4	1870.486501	19278.580885	44930.669876
TP_3_1		5	1869.438029	19286.152122	44930.669876
TP_3_1		6	1868.419070	19292.233973	44930.669876
TP_3_1		7	1867.412177	19297.082447	44930.669876
TP_3_1		8	1866.393832	19300.562874	44930.669876
TP_3_1		9	1865.337792	19303.019965	44930.669876
TP_3_1		10	1864.218523	19304.979581	44930.669876
TP_3_1		11	1863.013982	19306.403579	44930.669876
TP_3_1		12	1861.707465	19307.656270	44930.669876
TP_3_1		13	1860.288581	19308.939755	44930.669876
TP_3_1		14	1858.753367	19310.065279	44930.669876
TP_3_1		15	1857.103695	19311.431638	44930.669876
TP_3_1		16	1855.346170	19312.990056	44930.669876
TP_3_1		17	1853.491077	19314.901377	44930.669876
TP_3_1		18	1851.551351	19316.938245	44930.669876
TP_3_1		19	1849.541662	19319.256251	44930.669876
TP_3_1		20	1847.477495	19321.781406	44930.669876
TP_3_1		21	1845.374146	19324.309134	44930.669876
TP_3_1		22	1843.246396	19326.907630	44930.669876
TP_3_1		23	1841.108141	19329.425827	44930.669876
TP_3_1		24	1838.971758	19332.010944	44930.669876
TP_3_1		25	1836.847986	19334.522786	44930.669876
TP_3_1		26	1834.745652	19337.152889	44930.669876
TP_3_1		27	1832.671232	19339.393650	44930.669876
TP_3_1		28	1830.628898	19341.367794	44930.669876
TP_3_1		29	1828.620629	19343.340248	44930.669876
TP_3_1		30	1826.646081	19345.044670	44930.669876
TP_3_1		31	1824.702695	19346.859874	44930.669876
TP_3_1		32	1822.785770	19348.516192	44930.669876
TP_3_1		33	1820.888507	19350.321249	44930.669876
TP_3_1		34	1819.002305	19352.569594	44930.669876
TP_3_1		35	1817.116853	19354.851238	44930.669876
TP_3_1		36	1815.220457	19357.627433	44930.669876
TP_3_1		37	1813.300298	19360.954049	44930.669876
TP_3_1		38	1811.342719	19364.960051	44930.669876
TP_3_1		39	1809.333775	19369.650529	44930.669876
TP_3_1		40	1807.259458	19375.056223	44930.669876
TP_3_1		41	1805.106427	19381.623505	44930.669876
TP_3_1		42	1802.862665	19389.463495	44930.669876
TP_3_1		43	1800.517926	19398.629050	44930.669876
TP_3_1		44	1798.064437	19409.021894	44930.669876
TP_3_1		45	1795.497230	19420.486823	44930.669876
TP_3_1		46	1792.814618	19433.078954	44930.669876
TP_3_1		47	1790.018618	19446.936393	44930.669876
TP_3_1		48	1787.115044	19461.712916	44930.669876
TP_3_1		49	1784.113588	19477.151075	44930.669876
TP_3_1		50	1781.028163	19493.230789	44930.669876
TP_3_1		51	1777.877039	19509.823003	44930.669876
TP_3_1		52	1774.682528	19526.188325	44930.669876
TP_3_1		53	1771.470956	19542.214762	44930.669876
TP_3_1		54	1768.272794	19557.477351	44930.669876
TP_3_1		55	1765.122355	19571.511072	44930.669876
TP_3_1		56	1762.057173	19583.949311	44930.669876
TP_3_1		57	1759.117247	19594.094148	44930.669876
TP_3_1		58	1756.343945	19601.584757	44930.669876
TP_3_1		59	1753.778715	19605.786404	44930.669876
TP_3_1		60	1751.461434	19606.141821	44930.669876
TP_3_1		61	1749.428581	19602.814093	44930.669876
TP_3_1		62	1747.711618	19595.089670	44930.669876
TP_3_1		63	1746.335639	19582.898058	44930.669876
TP_3_1		64	1745.318333	19565.731499	44930.669876
TP_3_1		65	1744.669326	19543.621820	44930.669876
TP_3_1		66	1744.390391	19516.624198	44930.669876
TP_3_1		67	1744.476021	19484.715892	44930.669876
TP_3_1		68	1744.914173	19448.212626	44930.669876
TP_3_1		69	1745.687684	19406.835228	44930.669876
TP_3_1		70	1746.775323	19361.152182	44930.669876
TP_3_1		71	1748.152966	19311.858037	44930.669876
TP_3_1		72	1749.794979	19258.747377	44930.669876
TP_3_1		73	1751.675150	19202.204439	44930.669876
TP_3_1		74	1753.767316	19142.796822	44930.669876
TP_3_1		75	1756.045832	19080.953560	44930.669876
TP_3_1		76	1758.485966	19016.741845	44930.669876
TP_3_1		77	1761.064105	18950.962158	44930.669876
TP_3_1		78	1763.757810	18883.780959	44930.669876
TP_3_1		79	1766.545973	18815.538301	44930.669876
TP_3_1		80	1769.408746	18746.948061	44930.669876
TP_3_1		81	1772.327300	18678.360188	44930.669876
TP_3_1		82	1775.283804	18609.869211	44930.669876
TP_3_1		83	1778.261330	18541.929169	44930.669876
TP_3_1		84	1781.243523	18474.795558	44930.669876
TP_3_1		85	1784.214119	18409.050525	44930.669876
TP_3_1		86	1787.156588	18344.604792	44930.669876
TP_3_1		87	1790.053735	18282.129434	44930.669876
TP_3_1		88	1792.887204	18221.803001	44930.669876
TP_3_1		89	1795.637289	18164.148985	44930.669876
TP_3_1		90	1798.282751	18109.507982	44930.669876
TP_3_1		91	1800.800823	18058.231269	44930.669876
TP_3_1		92	1803.167372	18010.553666	44930.669876
TP_3_1		93	1805.357114	17966.853678	44930.669876
TP_3_1		94	1807.343889	17927.478142	44930.669876
TP_3_1		95	1809.101348	17892.664723	44930.669876
TP_3_1		96	1810.603790	17862.822904	44930.669876
TP_3_1		97	1811.827133	17838.151038	44930.669876
TP_3_1		98	1812.750122	17818.729254	44930.669876
TP_3_1		99	1813.355697	17804.780547	44930.669876
TP_3_1		100	1813.632774	17796.452219	44930.669876
TP_3_1		101	1813.577712	17793.443787	44930.669876
TP_3_1		102	1813.195726	17796.158728	44930.669876
TP_3_1		103	1812.502150	17804.071345	44930.669876
TP_3_1		104	1811.522781	17816.769705	44930.669876
TP_3_1		105	1810.293280	17834.034606	44930.669876
TP_3_1		106	1808.857474	17855.397387	44930.669876
TP_3_1		107	1807.264672	17880.117901	44930.669876
TP_3_1		108	1805.565643	17907.788006	44930.669876
TP_3_1		109	1803.808123	17937.752552	44930.669876
TP_3_1		110	1802.032508	17970.145446	44930.669876
TP_3_1		111	1800.268145	18004.227570	44930.669876
TP_3_1		112	1798.531666	18039.605379	44930.669876
TP_3_1		113	1796.827073	18076.357210	44930.669876
TP_3_1		114	1795.147592	18114.493170	44930.669876
TP_3_1		115	1793.479188	18153.595556	44930.669876
TP_3_1		116	1791.804710	18193.788458	44930.669876
TP_3_1		117	1790.108114	18235.236180	44930.669876
TP_3_1		118	1788.378057	18277.842909	44930.669876
TP_3_1		119	1786.610499	18321.690414	44930.669876
TP_3_1		120	1784.810287	18366.588800	44930.669876
TP_3_1		121	1782.991496	18412.266731	44930.669876
TP_3_1		122	1781.176981	18458.617282	44930.669876
TP_3_1		123	1779.397222	18505.497951	44930.669876
TP_3_1		124	1777.688486	18552.156950	44930.669876
TP_3_1		125	1776.090925	18598.732114	44930.669876
TP_3_1		126	1774.646545	18644.873751	44930.669876
TP_3_1		127	1773.396813	18690.062984	44930.669876
TP_3_1		128	1772.380021	18733.831268	44930.669876
TP_3_1		129	1771.629133	18775.954738	44930.669876
TP_3_1		130	1771.169800	18816.435601	44930.669876
TP_3_1		131	1771.018391	18855.461377	44930.669876
TP_3_1		132	1771.180381	18892.612013	44930.669876
TP_3_1		133	1771.649672	18928.166717	44930.669876
TP_3_1		134	1772.408569	18962.073049	44930.669876
TP_3_1		135	1773.428086	18994.605997	44930.669876
TP_3_1		136	1774.669145	19026.441985	44930.669876
TP_3_1		137	1776.084147	19058.064608	44930.669876
TP_3_1		138	1777.619162	19089.705259	44930.669876
TP_3_1		139	1779.216512	19122.002806	44930.669876
TP_3_1		140	1780.817674	19155.494958	44930.669876
TP_3_1		141	1782.366103	19190.405067	44930.669876
TP_3_1		142	1783.809894	19227.072093	44930.669876
TP_3_1		143	1785.104173	19265.948405	44930.669876
TP_3_1		144	1786.213182	19307.201973	44930.669876
TP_3_1		145	1787.112142	19351.191966	44930.669876
TP_3_1		146	1787.788275	19397.612478	44930.669876
TP_3_1		147	1788.241354	19446.406661	44930.669876
TP_3_1		148	1788.483831	19496.822652	44930.669876
TP_3_1		149	1788.540346	19548.741050	44930.669876
TP_3_1		150	1788.446370	19601.396860	44930.669876
TP_3_1		151	1788.246247	19654.363114	44930.669876
TP_3_1		152	1787.991117	19706.820708	44930.669876
TP_3_1		153	1787.736289	19757.746666	44930.669876
TP_3_1		154	1787.538547	19806.747856	44930.669876
TP_3_1		155	1787.453486	19852.920193	44930.669876
TP_3_1		156	1787.532703	19895.872836	44930.669876
TP_3_1		157	1787.821520	19934.566910	44930.669876
TP_3_1		158	1788.357024	19968.587637	44930.669876
TP_3_1		159	1789.166517	19997.628849	44930.669876
TP_3_1		160	1790.266061	20021.061777	44930.669876
TP_3_1		161	1791.659285	20039.149039	44930.669876
TP_3_1		162	1793.337000	20051.716097	44930.669876
TP_3_1		163	1795.277445	20059.129684	44930.669876
TP_3_1		164	1797.447244	20061.578089	44930.669876
TP_3_1		165	1799.803002	20059.842939	44930.669876
TP_3_1		166	1802.293465	20054.281441	44930.669876
TP_3_1		167	1804.862238	20045.496462	44930.669876
TP_3_1		168	1807.450856	20034.309427	44930.669876
TP_3_1		169	1810.001729	20021.598481	44930.669876
TP_3_1		170	1812.460681	20007.775277	44930.669876
TP_3_1		171	1814.779090	19993.687647	44930.669876
TP_3_1		172	1816.915280	19979.882903	44930.669876
TP_3_1		173	1818.835170	19966.785582	44930.669876
TP_3_1		174	1820.512214	19955.221489	44930.669876
TP_3_1		175	1821.927000	19945.636483	44930.669876
TP_3_1		176	1823.066648	19938.372151	44930.669876
TP_3_1		177	1823.923884	19933.655509	44930.669876
TP_3_1		178	1824.495974	19931.575268	44930.669876
TP_3_1		179	1824.783731	19932.469424	44930.669876
TP_3_1		180	1824.790743	19936.654712	44930.669876
TP_3_1		181	1824.522720	19944.025531	44930.669876
TP_3_1		182	1823.986927	19954.826974	44930.669876
TP_3_1		183	1823.191738	19969.350275	44930.669876
